,,,,,,,,,,,,,,,Classification path,Level 1 label,Level 1 probability,Level 2 label,Level 2 probability
,UgzlJrlBZiSyRgdHfbt4AaABAg,2 Guys Store,1 month ago,1.5106E+12,"Many people told me that they were going to vote for Trump because he was ""financing"" his campaign and he was not going to be committed to anyone that was HIS biggest lie. Trump did not put even a dollar for his campaign, that's why he has so many problems now. the KKK clan, the white supremacists, the millionaires want trump to cut taxes as much as possible for them, they all want trump to fulfill their election campaign promises, now.  SAD COVFEFE!!!! How much does this last trip cost to all of us who paid taxes?  What a waste of money !!!!!",0,FALSE,0,,,,,,,/Negative/Hate/,Negative,0.617,Hate,0.241
,Ugz126Axvh8vDq9IQlp4AaABAg,Cici Meme,1 month ago,1.5106E+12,He was on undercover boss lol,0,FALSE,0,,,,,,,/Positive/Happiness/,Positive,0.452,Happiness,0.261
,UgxOr-wFV4EcBPngN8F4AaABAg,G. Love 64,1 month ago,1.5106E+12,Nice job Cenk!!!,0,FALSE,0,,,,,,,/Positive/Happiness/,Positive,0.639,Happiness,0.435
,UgyuByKbqKYbjOS-XpV4AaABAg,Peter Sage,1 month ago,1.5106E+12,tell that turd the USA aint for sale to arrogant pigs,0,FALSE,0,,,,,,,/Negative/Worry/,Negative,0.35,Worry,0.227
,UgxH-ZnPO91VBq9zV7J4AaABAg,rottwielerking,1 month ago,1.5106E+12,"So when will somebody actually publish something concrete on how to really get money out of politics? Seems there is a lot of talking, but no action.",0,FALSE,0,,,,,,,/Negative/Worry/,Negative,0.552,Worry,0.24
,UgxFKuqfQyVyANLPAd14AaABAg,EnderZ13,1 month ago,1.5106E+12,"TYT was given 20 million dollars , yet continues to talk against the millionaire class. Like they should. Rock on!",0,FALSE,0,,,,,,,/Positive/Happiness/,Positive,0.402,Happiness,0.245
,Ugy47F4TT-M-5QTXGad4AaABAg,jxsilicon9,1 month ago,1.5106E+12,This is some pimp and hoe relationship. I would beat him all over MSNBC if he tried to make me his bitch. Dickless democrats. Between bitch democrats and  Terry Crews letting some homo producer grab his junk. Disappointing people.,0,FALSE,0,,,,,,,/Negative/Hate/,Negative,0.57,Hate,0.243
,UgyXFYa9dpoaWLyHX0d4AaABAg,Jon Reynolds,1 month ago,1.5106E+12,he looks like a shaved albino gorilla.,0,FALSE,0,,,,,,,/Negative/Worry/,Negative,0.353,Worry,0.264
,UgyutfZJvt7zRp0EVrR4AaABAg,Michael Ray,1 month ago,1.5106E+12,Tammy Duckworth 2020,0,FALSE,0,,,,,,,/Neutral/Empty tweets / Garbage / No sentiments/,Neutral,0.427,Empty tweets / Garbage / No sentiments,0.563
,Ugz_SXXMjvybHgwxgUd4AaABAg,PM 3736,1 month ago,1.5106E+12,He said exactly what republicans who blame democrats for trump say. Get your shit together. Its so amazing that they think for us to get our shit together is to do what they want us to do. We have our shit together and were going to make these bastards heads roll,0,FALSE,0,,,,,,,/Negative/Hate/,Negative,0.517,Hate,0.274
,UgzmjbT-phKumeRCf1h4AaABAg,michael marrero,1 month ago,1.5106E+12,"Oh stop the nonsense!!! If you wouldn't be so bias you would admit to your viewers both parties are two heads of the same dragon... both parties are corrupt and both need to go. You're not helping this country by liberals pulling us to the left and conservatives pulling us to the right... y'all breaking this country in half. Divide and conquer. America needs to stop listening to all this non sense... you nor Alex jones nor media matters, CNN, FOX news etc etc. Are helping this country in any way, chape or form.",0,FALSE,0,,,,,,,/Negative/Worry/,Negative,0.445,Worry,0.234
,UgzvqpTuJPbDN1rvUv54AaABAg,G. Love 64,1 month ago,1.5106E+12,Another prick talking about aspirational like we all have that chance ... Such bullshit ... This guy should hang out with Steve Wynn and Sheldon adelson ... How they all got to be billionaires is a mystery .... You tax the rich because THEY'RE THE ONLY ONES WITH THE MONEY!!! It's always class warfare .... Wake up America ...,0,FALSE,0,,,,,,,/Negative/Hate/,Negative,0.631,Hate,0.227
,UgyORbrsFxhnb92iv794AaABAg,Bert Nijhof,1 month ago,1.5106E+12,Time to re-erect the Guillotine for the self appointed dollar nobility.,0,FALSE,0,,,,,,,/Neutral/Surprise/,Neutral,0.44,Surprise,0.61
,UgzMw1p9Oiji_6mAavF4AaABAg,Kingsley Macmadu Snr.,1 month ago,1.5106E+12,"Mr Cloobeck you can leave the party, anytime u want. Join the Republicans and get all the relief you want. NO Cloobeck, pay your fair share of taxes or join the RNC.",0,FALSE,0,,,,,,,/Negative/Worry/,Negative,0.476,Worry,0.257
,UgxSQm0f5BNKq0MszSZ4AaABAg,KiseDaddy Kise,1 month ago,1.5106E+12,"So to be rich, you have to sell something to the Devil. Many people sell their souls, apparently this guy sold his neck.",0,FALSE,0,,,,,,,/Negative/Worry/,Negative,0.397,Worry,0.236
,Ugzv-JMMpXMaCLHpM9F4AaABAg,Danny Cardona,1 month ago,1.5106E+12,JUSTICE DEMOCRATS IS THE SOLUTION,0,FALSE,0,,,,,,,/Neutral/Empty tweets / Garbage / No sentiments/,Neutral,0.388,Empty tweets / Garbage / No sentiments,0.538
,UgxvSSUFnMJbpf9k3ad4AaABAg,i boom,1 month ago,1.5106E+12,"I don't know who was interviewing this billionaire/millionaire, but I thought she did an excellent job in letting this clown speak. Kudos to her. Jenk wouldn't get much of a video out of this if she had not sat back and let the clown hang himself.",0,FALSE,0,,,,,,,/Negative/Hate/,Negative,0.647,Hate,0.243
,UgxM0ivK-IHxz3hFZuF4AaABAg,madboyreadynow28,1 month ago,1.5106E+12,This man gave to Dems who would push his conservative agenda. Many Dems are a Republicans who ran as Democrats because it was their ticket into D.C. clearly this man is not a Democrat and those who took his money knew why they were taking his money. Just because you say your a Democrat or a Republican doesn�۪t make it so. Your actions say what and who you are. Although Bernie Sanders is a Independent his actions tell you he�۪s a left progressive Democrat. Donald Trump is not a Republican. Donald was in a party of his own but now the Republican Party is known as the party of Trump. A new party. News flash. Our two party system is dead. There is no more Republicans or Democrats. It�۪s time for two maybe 3 real legitimate parties.,0,FALSE,0,,,,,,,/Negative/Worry/,Negative,0.71,Worry,0.236
,UgzQhJc2ZJ2SbKOm1Ih4AaABAg,Dani Kbob,1 month ago,1.5106E+12,We working class citizens are tired of paying for your asses. Pay your own taxes you leeches.,0,FALSE,0,,,,,,,/Negative/Anger/,Negative,0.51,Anger,0.253
,Ugxu1NKhUYxXbcZQUP94AaABAg,shtak21able,1 month ago,1.5106E+12,This is sickening! Time for the justice Democrats to make themselves heard loudly and widely...now!,0,FALSE,0,,,,,,,/Negative/Worry/,Negative,0.376,Worry,0.249
,UgyU7C3iYBHpGEHj62Z4AaABAg,billiam sharpe,1 month ago,1.5106E+12,head n' shoulders,0,FALSE,0,,,,,,,/Neutral/Surprise/,Neutral,0.443,Surprise,0.561
,Ugw4XW7SFIYApyKjAEt4AaABAg,Bazzzinga Punk,1 month ago,1.5106E+12,Easy Peasy.  Go Left and these assholes lose all of there power.  Just do as Cenk says.,0,FALSE,0,,,,,,,/Negative/Anger/,Negative,0.437,Anger,0.248
,UgzRJPk0HXkxrGfPb5p4AaABAg,xadam2dudex,1 month ago,1.5106E+12,asshole Cloobeck doesn't care about the democrat principles all he is doing is using democrats like other millionaires use republicans ....just like Trump bribed democrats like his father did in NY state / city to get their sweetheart deals...Cloobeck is just another parasite on the people,0,FALSE,0,,,,,,,/Negative/Hate/,Negative,0.433,Hate,0.224
,UgxA04eyWJgDa3MGFop4AaABAg,Jace Taylor,1 month ago,1.5106E+12,The dems are so broken they lose to these mofo�۪s,0,FALSE,0,,,,,,,/Negative/Worry/,Negative,0.517,Worry,0.238
,Ugz-8x_dDzjU0kbsvDl4AaABAg,Aaron Pennell,1 month ago,1.5106E+12,"One of Cenks best videos honestly. Cent, do this when you're doing debates so they don't even have a chance to try and snear you",0,FALSE,0,,,,,,,/Negative/Worry/,Negative,0.347,Worry,0.244
,UgyOFCknKuPwBAf2NQV4AaABAg,Phillip White,1 month ago,1.5106E+12,A no-neck no ethics low-life punk.,0,FALSE,0,,,,,,,/Negative/Sadness/,Negative,0.592,Sadness,0.279
,UgxG-nXpCPqbGkmxzKF4AaABAg,Aleza Seibert,1 month ago,1.5106E+12,Guys like this is the reason the middle class has damn near disappeared.,0,FALSE,0,,,,,,,/Negative/Hate/,Negative,0.709,Hate,0.26
,UgxVwhnEjeS4O5l4dGR4AaABAg,manny s,1 month ago,1.5106E+12,Thank you Cenk for saying what we're all thinking!,0,FALSE,0,,,,,,,/Positive/Relief/,Positive,0.498,Relief,0.247
,UgxyFAnblo7rswLxNI14AaABAg,J P,1 month ago,1.5106E+12,Go Cenk go!!!,0,FALSE,0,,,,,,,/Neutral/Surprise/,Neutral,0.384,Surprise,0.547
,UgwNp9EApMtssM7wQ2V4AaABAg,Dennis Staughton,1 month ago,1.5106E+12,"I DO believe in spooksI DO believe in spooks I DO I DO I DO I DO I DO believe in spooks.How does this asshole believe he's a Democrat? Because he wants to be able to buy the au-pair a legal abortion?  Who am I kidding? he'd probably make her pay half.",0,FALSE,0,,,,,,,/Negative/Worry/,Negative,0.499,Worry,0.251
,UgwDPRyxUJHU9BJHdmd4AaABAg,Mike Mixer,1 month ago,1.5106E+12,That ugly fucknut really wants to be hoist upon any petard available,0,FALSE,0,,,,,,,/Neutral/Surprise/,Neutral,0.425,Surprise,0.594
,UgwJ9S_4O41xNlRaETh4AaABAg,J R,1 month ago,1.5106E+12,"If the politicians love money so much all of us in the 99% can give them so much more, each of us contributing just _�յ $1 will be millions _�ա_�ա_�ա_�ա_�աcompared to what the 1% can give them!! So the politicians can do what's right for the middle class the 99% buying them would be cheap! Maybe we can then have cleaner air, water, better healthcare & less stress! We can even make this legal_��_& give politicians the money _�ա _�ա_�աthey so crave! Problem solved_��_",0,FALSE,0,,,,,,,/Positive/Relief/,Positive,0.427,Relief,0.236
,UgwFc-ndjeX-fyI-OXt4AaABAg,David Ostler,1 month ago,1.5106E+12,"What a monumental prick.  Entertaining, though, in a humiliating kind of way.  These guys will never get it.  Real people have seen through the bullshit now, and we're organizing to make the changes needed.  We're no longer afraid of you and your pathetic bluster is more humourous than threatening.  And we have Trump and Republicans to thank for waking us up.",0,FALSE,0,,,,,,,/Negative/Worry/,Negative,0.441,Worry,0.268
,Ugzik-MO2p9qdYOTqx14AaABAg,Mike Bouck,1 month ago,1.5106E+12,This was somewhat extraordinary - this guy openly bragged about not getting his money's worth on national television.,0,FALSE,0,,,,,,,/Negative/Hate/,Negative,0.621,Hate,0.25
,UgycUfP0DTxicvHEt9x4AaABAg,cmo butts,1 month ago,1.5106E+12,Wake dafuq up! R u an ameriCAN. or an ameriCANT.Stand 2gether az one no more bullshit_�թ,0,FALSE,0,,,,,,,/Negative/Worry/,Negative,0.433,Worry,0.224
,UgzxjrQVOQx1rOBHG7B4AaABAg,Not Sure,1 month ago,1.5106E+12,"TYT RECEIVED $20,000,000 IN SUPPORT TO CREATE PROPAGANDA.  THE DONOR YOU ARE TALKING ABOUT WAS NO DIFFERENT THEN THE ONES WHO PAID YOU OFF, TYT!",2,TRUE,1,,,,,,,/Neutral/Surprise/,Neutral,0.419,Surprise,0.529
,,,,,,,,,UgzxjrQVOQx1rOBHG7B4AaABAg.8Zw7zFZ1F6A8Zw_0NnzSee,Fredrik Herre,4 weeks ago,1.51077E+12,"Not SureAre you for real? Is TYT running for office? Or is TYT a government? No, TYT is a company. They want money out of POLITICS. Not money out of companies. A government and a company are two very different things.",0,/Negative/Worry/,Negative,0.71,Worry,0.247
,Ugz2eRflFQlvtFZdyGt4AaABAg,Cathy Hansen,1 month ago,1.5106E+12,About time you dropped it Cenk!! Very well said,0,FALSE,0,,,,,,,/Positive/Relief/,Positive,0.423,Relief,0.273
,UgwY_HycFHQjmX9kAp14AaABAg,InvisbleMario,1 month ago,1.5106E+12,do what other countries have Dunn seize there assets and put them on the great social system they have wanted cut because it is way too much to live on,0,FALSE,0,,,,,,,/Positive/Enthusiasm/,Positive,0.368,Enthusiasm,0.338
,Ugz7iSuFes3PRoucuQR4AaABAg,cupoftestosterone,1 month ago,1.5106E+12,"I don't care if you're rich, but a ton of these motherfuckers manipulate the political system to increase their unearned incomes. No bueno..... And they also get out and yell on tv about the peasants working harder so that their unearned incomes increase. It's arbeit macht frei, American style. And they also say that work makes you a better person, though it may not even be necessary, per se. Yeah, that's right, America blows through 19 million barrels of oil a day just so that everyone can 'be a better person'.",0,FALSE,0,,,,,,,/Negative/Worry/,Negative,0.481,Worry,0.245
,Ugw7tldHc9CaN9SZkD14AaABAg,MrTitaniumDioxide,1 month ago,1.5106E+12,"""We should be the party of business...""  Ummm...isn't that the Reptilicans' branding?  Okay, so according to this 'selfless donor', today both major political parties need to be 'the party of business'.  Then where do the rest of us go for representation?  At least we now clearly know where we stand.",0,FALSE,0,,,,,,,/Negative/Worry/,Negative,0.432,Worry,0.267
,UgxapdlRL9qE40qul7Z4AaABAg,Propane TreeFiddy,1 month ago,1.5106E+12,Why are democrats so corrupt?,0,FALSE,0,,,,,,,/Negative/Boredom/,Negative,0.495,Boredom,0.22
,UgysxdlfrlARAcjXMVN4AaABAg,Padme Lakshmi,1 month ago,1.5106E+12,Take your money and STUFF IT!  Self-important putz.,0,FALSE,0,,,,,,,/Negative/Worry/,Negative,0.393,Worry,0.222
,UgzUWnFGlr6g0xAalbx4AaABAg,Dee Moe,1 month ago,1.5106E+12,"Stephen Cloobeck is a schister....did you see his ""Undercover Bosses"" episodes? He is a absolute schmuck running these rip-off timeshare resorts and needed the PR repair that the show Undercover Boss gives to companies that have attained terrible reputations. ""F"" him....he needs to be run outta town. Ask his employees undercover...",0,FALSE,0,,,,,,,/Negative/Worry/,Negative,0.49,Worry,0.254
,UgxIgiWx76wSzthcQwJ4AaABAg,#countryboycansurvive,1 month ago,1.5106E+12,Thats what you have to do when you have the HIGHEST CORPORATE TAX RATE IN THE DEVELOPED WORLD!!!!!   YOU HAVE TO CUT THAT SHIT TO BRING BUSINESSES BACK TO AMERICA YOU ANTI-AMERICAN ASS HOLE!!!,0,FALSE,0,,,,,,,/Negative/Hate/,Negative,0.428,Hate,0.238
,UgwZbTVkjrx8Y93VYlJ4AaABAg,Andre Walton,1 month ago,1.5106E+12,Yes this guy just inspired me to believe in the dam party again,0,TRUE,1,,,,,,,/Positive/Happiness/,Positive,0.45,Happiness,0.28
,,,,,,,,,UgwZbTVkjrx8Y93VYlJ4AaABAg.8Zw7BBGNpPM8Zw8WX0n_sT,ANony Mouse,1 month ago,1.5106E+12,Damn I didn`t know those Beavers had a party ;P,0,/Negative/Hate/,Negative,0.584,Hate,0.236
,Ugw-7i897FxjiWvCdzx4AaABAg,Joey Murillo,1 month ago,1.5106E+12,Cut it off!! Cut it Off!! Cut it off!! lol No one cares about you,0,FALSE,0,,,,,,,/Negative/Worry/,Negative,0.448,Worry,0.242
,Ugzy5wEtBngOxm-LbZZ4AaABAg,Black Mammoth,1 month ago,1.5106E+12,"So, instead of ""millionaire"" or ""billionaire,"" they should instead use the term ""rich motherfuckers.""",0,FALSE,0,,,,,,,/Neutral/Surprise/,Neutral,0.348,Surprise,0.712
,Ugz1Ck0miTh8zrOKcMJ4AaABAg,dev,1 month ago,1.5106E+12,"If you work for this democratic donor, Stephen Cloobeck, give him this very important message.-Your taxes are not a penalty for success, it is a reward to the nation for your opportunity. Penalty and reward are two very different things. ���And so, my fellow Americans: ask not what your country can do for you���ask what you can do for your country.�۝ I wont bother with a source, if he isn't completely full of shit this democrat will know where that call to action comes from.",0,FALSE,0,,,,,,,/Negative/Hate/,Negative,0.5,Hate,0.242
,UgwP4z5JJz_dOPflV0p4AaABAg,Tony Smith,1 month ago,1.5106E+12,It's amazing how these's rich people give away millions of dollars,0,TRUE,1,,,,,,,/Positive/Love/,Positive,0.53,Love,0.259
,,,,,,,,,UgwP4z5JJz_dOPflV0p4AaABAg.8Zw6ozV4QtX8Zw94rjn66R,Silver Bard,1 month ago,1.5106E+12,They expect a solid return on investment,0,/Neutral/Surprise/,Neutral,0.416,Surprise,0.56
,UgxTgNXV9-Ikf096qjd4AaABAg,Raul Dacosta,1 month ago,1.5106E+12,Wao... In your face America ..,0,FALSE,0,,,,,,,/Neutral/Surprise/,Neutral,0.43,Surprise,0.524
,UgzJP4YomZnV65UMzPl4AaABAg,ilili,1 month ago,1.5106E+12,"He runs a timeshare company and uses questionable tactics to get sells. It's nice that he became a millionaire, but he didn't become a millionaire by making any significant contribution to society. He doesn't really deserve a tax break.",3,FALSE,0,,,,,,,/Negative/Worry/,Negative,0.506,Worry,0.246
,Ugxrvow5j81YHpwG7-V4AaABAg,MrBlaq,1 month ago,1.5106E+12,He looks like an imminent coronary,0,FALSE,0,,,,,,,/Neutral/Surprise/,Neutral,0.384,Surprise,0.847
,UgyYouO4sMF4Si-gBsJ4AaABAg,Victor Espino,1 month ago,1.5106E+12,I can't believe he said that on tv and that there are such ass kissers leading our country.,0,FALSE,0,,,,,,,/Negative/Boredom/,Negative,0.418,Boredom,0.216
,Ugxmqno7yFqAn_fvRdF4AaABAg,GeeAmbler,1 month ago,1.5106E+12,Cenk droppin' gems on establishment Democratic donors - POW!,0,FALSE,0,,,,,,,/Neutral/Surprise/,Neutral,0.368,Surprise,0.625
,UgzmaZJtu3Co_MQ1Jtl4AaABAg,UKindness4,1 month ago,1.5106E+12,"Both parites are responsible for the inequity.  He is a disgustingly fake phony.  He is about himself.  Another Boca, Las Vegas/Hollywood/New York slimebag.  This shows we need Progressives who will give us public financing and get rid of Citizens United so we can get rid of this corruptuion by the rich bullies for their selfish greed.  They will never have enough.  Sick souls.",0,FALSE,0,,,,,,,/Negative/Hate/,Negative,0.509,Hate,0.264
,UgzLZnw-u_DSeO8ju-t4AaABAg,MP USMC SRT,1 month ago,1.5106E+12,Because you Cenk and TYT told people to vote for Hillary Clinton who is a representation of the political establishment situation. You have 0 credibility and integrity.,1,FALSE,0,,,,,,,/Neutral/Empty tweets / Garbage / No sentiments/,Neutral,0.468,Empty tweets / Garbage / No sentiments,0.612
,Ugyxvl4hOB8BkSrJMRt4AaABAg,Aesithair Runekafi,1 month ago,1.5106E+12,Troll army must be working Third shift at Walmart tonight.,0,FALSE,0,,,,,,,/Neutral/Empty tweets / Garbage / No sentiments/,Neutral,0.423,Empty tweets / Garbage / No sentiments,0.546
,UgxlPTd7EqQVtcYKO654AaABAg,Sarah lawyer,1 month ago,1.5106E+12,_�ԏ_�ԏ_�ԏ_�ԏ_�ԏ_�ԏ_�ԏ_�ԏ_�ԏ_�ԏ_�ԏ_�ԏ_�ԏ,0,FALSE,0,,,,,,,/Neutral/Empty tweets / Garbage / No sentiments/,Neutral,0.427,Empty tweets / Garbage / No sentiments,0.527
,UgxeUCjF48vjFSrNjt14AaABAg,Atmost11,1 month ago,1.5106E+12,"Guillotines!�� Guillotines!�� Guillotines!�� Now!!!!!�� Billionaire, CEO, chop your head, OW!!!!",0,FALSE,0,,,,,,,/Positive/Happiness/,Positive,0.379,Happiness,0.254
,UgyPp3zZCgz1hHvmhIN4AaABAg,Jim Fields,1 month ago,1.5106E+12,This guy is in permanent cardiac arrest. It's like he's got mobile paddles of life keepin him goin. breathing hard over his stuffed foie de gras packed stomach. piece of crap.,0,FALSE,0,,,,,,,/Negative/Hate/,Negative,0.517,Hate,0.243
,UgyP1nVUfSY1ZUTV_Ah4AaABAg,woody caballero,1 month ago,1.5106E+12,but it is a billionaire tax. both sides are bought and paid for.,0,FALSE,0,,,,,,,/Neutral/Empty tweets / Garbage / No sentiments/,Neutral,0.426,Empty tweets / Garbage / No sentiments,0.562
,Ugyxio-9utc80xzrNQp4AaABAg,woody caballero,1 month ago,1.5106E+12,but it is a billionaire tax. both sides are bought and paid for.,0,FALSE,0,,,,,,,/Neutral/Empty tweets / Garbage / No sentiments/,Neutral,0.426,Empty tweets / Garbage / No sentiments,0.562
,UgwFN8m85FnIXAMyXy14AaABAg,woody caballero,1 month ago,1.5106E+12,but it is a billionaire tax. both sides are bought and paid for.,0,FALSE,0,,,,,,,/Neutral/Empty tweets / Garbage / No sentiments/,Neutral,0.426,Empty tweets / Garbage / No sentiments,0.562
,UgyBx_RW_pLzEuzKDAJ4AaABAg,Presence,1 month ago,1.5106E+12,"Why does his mouth move, but not the rest of his face?  BOTOX.",0,FALSE,0,,,,,,,/Negative/Worry/,Negative,0.432,Worry,0.219
,UgxbQKH12eJROgG1MMh4AaABAg,chickendinner2012,1 month ago,1.5106E+12,Big money donors bribing are supposed to go to prison.,0,FALSE,0,,,,,,,/Negative/Anger/,Negative,0.459,Anger,0.236
,UgxsEgJlUGeDmuTPR-Z4AaABAg,Walkertongdee,1 month ago,1.5106E+12,Fat cat is ugly with corruption,0,FALSE,0,,,,,,,/Negative/Anger/,Negative,0.446,Anger,0.223
,UgzkOXR3NQCqC9A3sq14AaABAg,Fleck Smugbrother,1 month ago,1.5106E+12,Cloobeck is a closet Koch brother.......,0,FALSE,0,,,,,,,/Neutral/Empty tweets / Garbage / No sentiments/,Neutral,0.425,Empty tweets / Garbage / No sentiments,0.651
,UgxW_mjIN6zL_IFRRsN4AaABAg,Smooth kriminal,1 month ago,1.5106E+12,"LMAO! You Plebs Still think you got a Democratic Country? hahahaha!  America is own and Run by Multi-national Corporations! The only way to stop them is do what the French Revolution Did....Le Guillotine, Mon Frere!",0,FALSE,0,,,,,,,/Negative/Worry/,Negative,0.4,Worry,0.258
,Ugz5s5ZQ--uUBXzG-YR4AaABAg,Remmie Max,1 month ago,1.5106E+12,"Oh Cenk, Cenk...you voted for Clinton so you take orders from her and George Soros? Come on Dude...tell the WHOLE story. Dems are as or more dirty rich, I'd say maybe the elite .5%, that anyone.",0,FALSE,0,,,,,,,/Neutral/Surprise/,Neutral,0.381,Surprise,0.688
,Ugwe57mB_4rw-2-1fUp4AaABAg,Duane Martin,1 month ago,1.5106E+12,Cenk you are an idiot!,0,FALSE,0,,,,,,,/Neutral/Surprise/,Neutral,0.414,Surprise,0.907
,UgxbK0llBFk8YRCDpUJ4AaABAg,kaisofine,1 month ago,1.5106E+12,Well bye boo!,0,FALSE,0,,,,,,,/Positive/Fun/,Positive,0.385,Fun,0.241
,UgwhNoTa4JgP6y1wJa54AaABAg,Cyril O'Reilly,1 month ago,1.5106E+12,UNTIL TYT LEARNS ABOUT MMT (Modern Monetary Theory) nothing in this neoliberal & neoconservative NIGHTMARE will ever change.,1,TRUE,1,,,,,,,/Negative/Hate/,Negative,0.365,Hate,0.26
,,,,,,,,,UgwhNoTa4JgP6y1wJa54AaABAg.8Zw54eaEkr08ZxKSris_yw,kubush,4 weeks ago,1.51077E+12,Cyril O'Reilly Explain.,0,/Neutral/Empty tweets / Garbage / No sentiments/,Neutral,0.452,Empty tweets / Garbage / No sentiments,0.553
,UgyXZC7p--Hr2KHahVJ4AaABAg,fixtehfernback,1 month ago,1.5106E+12,This rich CEO looks like his suit has a secret IV drip in it that's constantly pumping steroids in him. You'd think with all that money he'd be able to afford a suit that fits,0,FALSE,0,,,,,,,/Negative/Worry/,Negative,0.568,Worry,0.251
,UgzmtCIVDdTkJnhKpVd4AaABAg,Gavin Erickson,1 month ago,1.5106E+12,"Wha-wha, don't take away my precious pennies, they look so cute next to my millions of dollars.",0,FALSE,0,,,,,,,/Negative/Worry/,Negative,0.447,Worry,0.24
,UgwVOmRpHzHHzzPYo954AaABAg,kharnak crux,1 month ago,1.5106E+12,"Cloobeck, worth only a measley 100million...  also, Ashkenazi...  if i may say.The way he talks..  i remind you, Guillotines were made for people like that.",0,FALSE,0,,,,,,,/Neutral/Surprise/,Neutral,0.438,Surprise,0.642
,Ugz3AlP2egvWaMEs-uJ4AaABAg,Technicolor YaYa,1 month ago,1.5106E+12,"I'm all for volunteer seats. They don't really work enough during he year to warrant the salaries they get. Jefferson went bankrupt running this country. What ever happened to Donald not taking pay? Oh, yeah... According to the furor, he said he would donate his FIRST paychek. And we, yes we, are allowing him to feed taxpayer money into his resorts and golf clubs. The founders were not paid! Let's pay them minimum wage for the  240 days per year they work. The are only in session 133. That would be $19,000ish a year for their services. Then let's see how many stick around.",0,FALSE,0,,,,,,,/Negative/Worry/,Negative,0.587,Worry,0.271
,UgyTel05Lvmo-Y0-EdR4AaABAg,lee Clarke,1 month ago,1.5106E+12,"If I was a terminally ill American with nothing to lose, I would buy guns and kill as many of these sociopathic plutocrats as I could before they took me down. America needs a revolution before these elites finish their program to assimilate Western democracy and enslave humanity. The American dream has morphed into humanity's nightmare.",0,FALSE,0,,,,,,,/Negative/Hate/,Negative,0.534,Hate,0.23
,UgzQZ8WXnoDVtCV3dth4AaABAg,Richard Jones,1 month ago,1.5106E+12,Dont let the door bump you on the ass on the way out.,0,FALSE,0,,,,,,,/Negative/Hate/,Negative,0.419,Hate,0.238
,UgxXCpGVqu2_CFzoOHd4AaABAg,DeAndre Ellison,1 month ago,1.5106E+12,BYE Felicia... He can hit the road.,0,FALSE,0,,,,,,,/Neutral/Surprise/,Neutral,0.425,Surprise,0.501
,UgwpzWSMDZEG-SWLLhB4AaABAg,Long duk dong,1 month ago,1.5106E+12,Why not just be a Republican?,0,FALSE,0,,,,,,,/Negative/Worry/,Negative,0.467,Worry,0.248
,UgzXBfZGbRalWYKdRP14AaABAg,Angel Fox,1 month ago,1.5106E+12,Another neck to feed to the guillotine.,0,TRUE,1,,,,,,,/Neutral/Empty tweets / Garbage / No sentiments/,Neutral,0.359,Empty tweets / Garbage / No sentiments,0.73
,,,,,,,,,UgzXBfZGbRalWYKdRP14AaABAg.8Zw4XdkvcOa8ZwAcbAYn9I,Silver Bard,1 month ago,1.5106E+12,Did he even have a neck?,0,/Neutral/Empty tweets / Garbage / No sentiments/,Neutral,0.462,Empty tweets / Garbage / No sentiments,0.501
,UgxIMlXdXw_EGaNkBQV4AaABAg,Robert Neville,1 month ago,1.5106E+12,Political corruption is out of control,0,FALSE,0,,,,,,,/Negative/Worry/,Negative,0.401,Worry,0.226
,UgwexfBbeobglF8y-np4AaABAg,Schrodinger's Cat,1 month ago,1.5106E+12,purple heart goes to Cenk on this one,21,FALSE,0,,,,,,,/Positive/Love/,Positive,0.439,Love,0.26
,Ugws6aDIdvCWn2N6pqh4AaABAg,David Rosenberg,1 month ago,1.5106E+12,The Republican party is about donors hahaha damn look at who Weinstein and trust you needed to look at who Epstein donated to.  Tyt is becoming shill news,0,FALSE,0,,,,,,,/Negative/Worry/,Negative,0.351,Worry,0.248
,Ugyn79MVKKS5IUnNdxl4AaABAg,Philip O'Neill,1 month ago,1.5106E+12,"The Democratic Party needs to let this guy go. The Democrats are taking money from the same gang as the Republicans are. They have to let this guy go and find the millions from someone else. Or, get into power and ban big money in politics. Cloobeck feeds off of the middle class and the poor through his gambling outfits. Just let him go. Life will go on and the Democratic Party will be stronger for it.",0,FALSE,0,,,,,,,/Negative/Worry/,Negative,0.76,Worry,0.265
,UgwP13Ydj6qiKN9ZWBd4AaABAg,ART BY ACT,1 month ago,1.5106E+12,Stephen Cloobeck looks like Alex Jones' rich evil douchebag twin.,0,FALSE,0,,,,,,,/Neutral/Surprise/,Neutral,0.36,Surprise,0.624
,UgymSj1fMk3Fhf7Exx14AaABAg,Accord DeParis,1 month ago,1.5106E+12,We smoked them in 2017 and will crush them in 2018.,1,FALSE,0,,,,,,,/Neutral/Surprise/,Neutral,0.438,Surprise,0.817
,Ugxj8J7lMaT0htCY9oR4AaABAg,Julio Raygoza,1 month ago,1.5106E+12,Wonder how he feels about Bernie Sanders....,1,FALSE,0,,,,,,,/Negative/Boredom/,Negative,0.541,Boredom,0.293
,UgwDBpWjv93gj7DOjgt4AaABAg,Seymour13,1 month ago,1.5106E+12,Lol stephen cloobeck has had enough? How about the people have had enough of shitstains like this guy bribing the people's representatives and rigging the system in favor of the wealthy. He and his ilk need to take a long walk off a short pier.,0,FALSE,0,,,,,,,/Negative/Boredom/,Negative,0.483,Boredom,0.252
